"","con.share","lab.share","ukip.share","g.share","lib.share","snp.share","pc.share","other.share"
"1",0.2570557383204,0.276970163424426,0.19103384996752,0.0830750155881319,0.122614110790844,0.0257636170661784,0.00624984475923769,0.0197686779818617
